################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  4.0438192559522454E-02 a       383     0    26     1     8
  1.4719754992746764E-01 a       384     0    26     1     9
  2.6101501515102096E-02 a       385     0    26     1    10
  2.0192891923611431E-01 a       386     0    26     1    11
 -1.9690238939894752E-01 a       387     0    26     1    12
 -1.3591278523901187E-01 a       388     0    26     1    13
  4.4121046403052105E-01 a       389     0    26     1    14
  2.0196500493555869E-02 a       390     0    26     1    15
 -7.0740248552428042E-01 a       391     0    27     1     1
 -7.2423504192038446E-01 a       392     0    27     1     2
  1.0797143432491786E-01 a       393     0    27     1     3
 -1.2899101804226695E-01 a       394     0    27     1     4
  4.5353770812474895E-02 a       395     0    27     1     5
 -1.6229888880650617E-01 a       396     0    27     1     6
 -3.6250068159596943E-01 a       397     0    27     1     7
 -2.2347019316569972E-01 a       398     0    27     1     8
  4.8019627861317216E-01 a       399     0    27     1     9
 -1.0541860516358272E+00 a       400     0    27     1    10
 -6.0506109164233468E-01 a       401     0    27     1    11
 -2.7473197728835713E-01 a       402     0    27     1    12
 -2.2248453154353109E-01 a       403     0    27     1    13
  4.7962856722366187E-01 a       404     0    27     1    14
 -3.9900025434367570E-01 a       405     0    27     1    15
  1.0358487573830546E+00 a       406     0    28     1     1
 -1.5413578504528960E+00 a       407     0    28     1     2
 -4.4354302709689220E-01 a       408     0    28     1     3
  1.2189490271339318E+00 a       409     0    28     1     4
 -3.8562119994358346E-01 a       410     0    28     1     5
 -9.2825367014296511E-01 a       411     0    28     1     6
 -7.3992699559155173E-01 a       412     0    28     1     7
  7.6650345748775206E-01 a       413     0    28     1     8
 -9.7128229382197645E-02 a       414     0    28     1     9
 -2.8907767907461515E+00 a       415     0    28     1    10
 -4.2995175014058779E-01 a       416     0    28     1    11
  3.0530423648068300E-01 a       417     0    28     1    12
  1.5632277718933452E+00 a       418     0    28     1    13
  5.7904611886134806E-02 a       419     0    28     1    14
  7.1542995995463410E-01 a       420     0    28     1    15
 -4.5214551177723050E-02 a       421     0    29     1     1
  2.0902407784021407E-01 a       422     0    29     1     2
 -6.0816060924010082E-02 a       423     0    29     1     3
 -2.0043830277626637E-01 a       424     0    29     1     4
 -1.1810308915579351E-01 a       425     0    29     1     5
  3.1752684699753381E-01 a       426     0    29     1     6
 -1.2342245628709490E-01 a       427     0    29     1     7
  4.5488666196581534E-01 a       428     0    29     1     8
 -2.1849112349067210E-01 a       429     0    29     1     9
 -1.7129951480733610E-01 a       430     0    29     1    10
 -7.0555376092531474E-01 a       431     0    29     1    11
  1.1833457447175068E-02 a       432     0    29     1    12
 -2.9342014761033514E-01 a       433     0    29     1    13
  1.7401117706242888E-01 a       434     0    29     1    14
  8.3300812889148493E-02 a       435     0    29     1    15
  5.3486826468915638E-01 a       436     0    30     1     1
 -5.3755992634146665E-01 a       437     0    30     1     2
 -1.0021003104287689E-01 a       438     0    30     1     3
 -5.7013487542453757E-02 a       439     0    30     1     4
  3.1586404897490428E-01 a       440     0    30     1     5
  7.6242981450108005E-01 a       441     0    30     1     6
 -4.0909201066439405E-01 a       442     0    30     1     7
 -1.2461079819379879E+00 a       443     0    30     1     8
  7.3048153152568185E-01 a       444     0    30     1     9
